image_path,true_class,class_name
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_28.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_29.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_3.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_30.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_31.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_32.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_33.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_34.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_35.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_36.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_37.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_38.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_39.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_4.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_40.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_41.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_42.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_43.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_44.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_45.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_46.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_47.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_48.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_49.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_5.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_50.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_51.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_52.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_53.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_54.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_55.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_56.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_57.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_58.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_59.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_6.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_60.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_61.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_62.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_63.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_64.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_65.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_66.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_67.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_68.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_69.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_7.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_70.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_71.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_72.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_73.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_74.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_75.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_76.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_77.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_78.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_79.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_8.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_80.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_81.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_82.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_83.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_84.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_85.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_86.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_87.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_88.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_89.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_9.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_90.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_91.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_92.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_93.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_94.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_95.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_96.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_97.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_98.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_scottish_terrier_99.jpg,scottish terrier,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_1.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_10.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_100.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_101.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_102.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_103.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_104.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_105.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_106.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_107.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_108.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_109.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_11.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_110.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_111.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_112.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_113.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_114.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_115.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_116.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_117.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_118.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_119.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_12.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_120.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_121.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_122.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_123.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_124.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_125.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_126.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_127.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_128.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_129.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_13.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_130.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_131.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_132.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_133.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_134.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_135.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_136.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_137.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_139.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_14.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_140.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_141.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_142.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_143.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_144.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_145.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_146.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_147.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_15.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_150.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_152.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_153.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_154.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_155.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_156.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_157.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_158.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_159.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_16.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_160.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_161.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_162.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_163.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_164.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_165.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_166.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_168.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_170.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_171.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_172.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_173.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_174.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_175.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_176.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_177.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_178.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_179.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_18.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_180.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_181.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_182.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_183.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_185.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_186.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_187.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_189.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_19.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_190.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_191.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_192.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_193.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_194.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_195.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_196.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_198.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_199.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_20.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_200.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_201.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_202.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_203.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_204.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_205.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_206.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_207.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_208.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_209.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_21.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_210.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_212.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_22.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_23.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_24.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_25.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_26.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_27.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_28.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_29.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_3.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_30.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_31.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_32.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_33.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_34.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_35.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_36.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_37.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_38.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_39.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_4.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_40.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_41.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_42.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_43.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_44.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_45.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_46.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_47.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_48.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_49.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_5.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_50.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_51.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_52.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_53.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_54.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_55.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_56.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_57.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_58.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_59.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_6.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_60.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_61.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_62.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_63.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_64.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_65.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_66.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_67.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_68.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_69.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_7.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_70.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_71.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_72.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_73.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_74.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_75.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_76.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_77.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_78.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_79.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_8.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_80.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_81.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_82.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_83.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_84.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_85.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_86.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_87.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_88.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_89.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_9.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_90.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_91.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_92.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_93.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_94.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_95.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_96.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_97.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_98.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_shiba_inu_99.jpg,shiba inu,dog
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_100.jpg,Siamese,cat
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_101.jpg,Siamese,cat
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_102.jpg,Siamese,cat
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_103.jpg,Siamese,cat
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_104.jpg,Siamese,cat
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_106.jpg,Siamese,cat
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_108.jpg,Siamese,cat
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_109.jpg,Siamese,cat
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_110.jpg,Siamese,cat
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_111.jpg,Siamese,cat
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_112.jpg,Siamese,cat
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_113.jpg,Siamese,cat
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_114.jpg,Siamese,cat
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_115.jpg,Siamese,cat
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_116.jpg,Siamese,cat
F:\suryesh project\vision_pipeline\images\processed\processed_Siamese_117.jpg,Siamese,cat
